date,lat,lon,sog,cog,class,H3
2021-07-28 21:25:10,33.931015,128.339249,7.7,76.9,6.0,8a30dc324527fff
2021-07-28 21:30:10,33.933376,128.351898,7.9,76.9,6.0,8a30dc3243b7fff
2021-07-28 21:35:10,33.935825,128.364777,7.8,78.7,6.0,8a30dc32552ffff
2021-07-28 21:40:00,33.938126,128.377441,8.1,78.5,6.0,8a30dc325387fff
2021-07-28 21:45:09,33.941067,128.39064,7.8,65.0,6.0,8a30dcad2577fff
2021-07-28 21:50:30,33.946377,128.403427,8.1,63.6,6.0,8a30dcad232ffff
2021-07-28 21:55:10,33.951008,128.41478,8.1,63.7,6.0,8a30dcad3c6ffff
2021-07-28 22:00:13,33.955872,128.427048,8.2,65.5,6.0,8a30dcad3b5ffff
2021-07-28 22:05:10,33.960789,128.439331,8.2,64.8,6.0,8a30dcade91ffff
2021-07-28 22:11:11,33.966549,128.453842,8.0,62.8,6.0,8a30dcadc707fff
2021-07-28 22:15:10,33.970379,128.463303,7.9,64.2,6.0,8a30dcadc20ffff
2021-07-28 22:20:20,33.976261,128.474716,7.9,53.6,6.0,8a30dcadd1affff
2021-07-28 22:25:00,33.982197,128.484589,7.8,53.3,6.0,8a30dcadda77fff
2021-07-28 22:30:10,33.9888,128.495407,7.8,54.6,6.0,8a30dcaca907fff
2021-07-28 22:35:10,33.995209,128.505829,7.8,54.1,6.0,8a30dcac8547fff
2021-07-28 22:40:10,34.001625,128.516266,7.7,52.9,6.0,8a30dcac8a8ffff
2021-07-28 22:45:19,34.00827,128.527084,7.8,52.8,6.0,8a30dcac9987fff
2021-07-28 22:50:00,34.014282,128.536865,7.7,53.1,6.0,8a30dddb241ffff
2021-07-28 22:55:01,34.020008,128.547745,7.5,61.6,6.0,8a30dddb23a7fff
2021-07-28 23:00:01,34.023983,128.559448,7.7,72.6,6.0,8a30dddb3cc7fff
2021-07-28 23:05:00,34.027351,128.571884,7.8,71.2,6.0,8a30dddb3a9ffff
2021-07-28 23:10:10,34.030758,128.584839,7.7,71.5,6.0,8a30ddd86c57fff
2021-07-28 23:15:11,34.034138,128.597412,7.8,72.4,6.0,8a30ddd86af7fff
2021-07-28 23:20:10,34.037376,128.609909,7.8,73.6,6.0,8a30ddd80897fff
2021-07-28 23:25:10,34.040668,128.622498,7.8,73.0,6.0,8a30ddd80a0ffff
2021-07-28 23:30:09,34.043949,128.635025,7.8,72.1,6.0,8a30ddd818a7fff
2021-07-28 23:35:09,34.047302,128.647552,7.7,70.6,6.0,8a30ddd81b5ffff
2021-07-28 23:36:30,34.048183,128.650894,7.7,72.2,6.0,8a30dddaa69ffff
2021-07-28 23:37:47,34.048878,128.653381,7.7,72.2,6.0,8a30dddaa6d7fff
2021-07-28 23:38:34,34.049541,128.655853,7.7,71.6,6.0,8a30ddd8c997fff
2021-07-28 23:40:00,34.050579,128.659546,7.6,67.1,6.0,8a30ddd8c837fff
2021-07-28 23:45:09,34.057774,128.669388,7.8,36.0,6.0,8a30dddab467fff
2021-07-28 23:50:10,34.066669,128.677277,8.0,37.7,6.0,8a30dddaba17fff
2021-07-28 23:55:00,34.075291,128.684967,8.0,37.1,6.0,8a30ddda9757fff
2021-07-29 00:00:10,34.084534,128.693329,8.0,36.8,6.0,8a30ddc34daffff
2021-07-29 00:05:10,34.09341,128.701431,8.0,35.8,6.0,8a30ddc34977fff
2021-07-29 00:10:00,34.102104,128.708939,7.9,35.0,6.0,8a30ddd1bc5ffff
2021-07-29 00:15:00,34.111034,128.71666,7.8,35.5,6.0,8a30ddd1948ffff
2021-07-29 00:20:10,34.12022,128.724655,7.8,36.3,6.0,8a30ddd19077fff
2021-07-29 00:25:00,34.128887,128.732086,7.9,36.8,6.0,8a30ddd0a6a7fff
2021-07-29 00:30:00,34.137947,128.739914,8.0,37.2,6.0,8a30ddd0a357fff
2021-07-29 00:35:00,34.146969,128.74791,8.0,36.4,6.0,8a30ddd0b987fff
2021-07-29 00:40:01,34.155918,128.756012,8.0,35.2,6.0,8a30ddd0952ffff
2021-07-29 00:45:10,34.165222,128.764282,8.1,37.7,6.0,8a30ddd0985ffff
2021-07-29 00:50:09,34.174278,128.772461,8.1,38.2,6.0,8a30ddd720d7fff
2021-07-29 00:55:00,34.183102,128.78067,8.2,38.0,6.0,8a30ddd72a47fff
2021-07-29 01:00:00,34.192211,128.789276,8.3,39.0,6.0,8a30ddd702affff
2021-07-29 01:05:11,34.201649,128.798401,8.4,39.0,6.0,8a30ddd71897fff
2021-07-29 01:10:00,34.210373,128.806824,8.3,38.5,6.0,8a30ddd62407fff
2021-07-29 01:15:10,34.219639,128.815735,8.2,39.3,6.0,8a30ddd62ab7fff
2021-07-29 01:20:00,34.228264,128.824112,8.3,38.5,6.0,8a30ddd60627fff
2021-07-29 01:25:00,34.237076,128.832901,8.3,40.9,6.0,8a30ddd61d9ffff
2021-07-29 01:30:00,34.24593,128.841614,8.2,39.4,6.0,8a30ddd61827fff
2021-07-29 01:35:10,34.255169,128.850403,8.2,37.9,6.0,8a30dd992187fff
2021-07-29 01:40:00,34.263802,128.85849,8.1,38.6,6.0,8a30dd992b2ffff
2021-07-29 01:45:00,34.272289,128.867294,8.1,44.3,6.0,8a30dd9903b7fff
2021-07-29 01:50:01,34.279789,128.87735,8.1,47.2,6.0,8a30dd991c27fff
2021-07-29 01:55:10,34.287487,128.887817,8.1,47.8,6.0,8a30dd982487fff
2021-07-29 02:00:11,34.295212,128.897873,8.1,47.6,6.0,8a30dd982057fff
2021-07-29 02:05:11,34.303295,128.907501,8.1,32.2,6.0,8a30dd983d27fff
2021-07-29 02:10:01,34.312946,128.913757,8.2,27.3,6.0,8a30dd98022ffff
2021-07-29 02:15:00,34.323311,128.918915,8.1,21.7,6.0,8a30dd9856effff
2021-07-29 02:20:00,34.333961,128.92366,8.2,19.5,6.0,8a30dd9aad9ffff
2021-07-29 02:25:00,34.343987,128.929413,7.9,30.8,6.0,8a30dd9ae29ffff
2021-07-29 02:30:00,34.353554,128.936325,8.1,31.3,6.0,8a30dd9a8c2ffff
2021-07-29 02:35:11,34.363659,128.943771,8.2,32.6,6.0,8a30dd9ad587fff
2021-07-29 02:40:00,34.373451,128.950119,8.4,22.4,6.0,8a30dd9ad88ffff
2021-07-29 02:45:00,34.384289,128.955627,8.4,22.3,6.0,8a30dd91e577fff
2021-07-29 02:50:01,34.395233,128.961136,8.5,23.1,6.0,8a30dd91e867fff
2021-07-29 02:55:00,34.406078,128.966751,8.4,23.1,6.0,8a30dd91c117fff
2021-07-29 03:00:00,34.416939,128.972382,8.5,23.8,6.0,8a30dd903427fff
2021-07-29 03:05:00,34.427921,128.978104,8.6,23.3,6.0,8a30dd903857fff
2021-07-29 03:10:01,34.439137,128.983795,8.7,22.6,6.0,8a30dd901187fff
2021-07-29 03:15:01,34.44989,128.990005,7.8,47.8,6.0,8a30dd92a41ffff
2021-07-29 03:20:01,34.453648,129.002197,7.9,73.8,6.0,8a30dd92a2b7fff
2021-07-29 03:25:00,34.456203,129.015366,8.0,76.3,6.0,8a30dd92b40ffff
2021-07-29 03:30:00,34.458645,129.028641,7.9,79.0,6.0,8a30dd92b287fff
2021-07-29 03:35:00,34.461029,129.041977,8.0,77.5,6.0,8a30dd976447fff
2021-07-29 03:40:00,34.463406,129.055252,8.1,77.9,6.0,8a30dd9762d7fff
2021-07-29 03:45:00,34.465778,129.068573,8.0,76.8,6.0,8a30dd970717fff
2021-07-29 03:50:03,34.468437,129.081985,8.2,63.4,6.0,8a30dd9702cffff
2021-07-29 03:55:10,34.478825,129.085419,8.4,358.6,6.0,8a30dd971d47fff
2021-07-29 04:00:09,34.491001,129.08493,8.8,357.8,6.0,8a30dd97532ffff
2021-07-29 04:05:00,34.502769,129.084473,8.6,357.4,6.0,8a30dd966087fff
2021-07-29 04:10:00,34.514816,129.084015,8.5,357.5,6.0,8a30dd96696ffff
2021-07-29 04:15:10,34.527222,129.083435,8.6,357.7,6.0,8a30c32ca6d7fff
2021-07-29 04:20:10,34.539291,129.082855,8.6,357.1,6.0,8a30c32caa87fff
2021-07-29 04:25:00,34.550972,129.082092,8.6,356.9,6.0,8a30c32c8567fff
2021-07-29 04:30:00,34.562923,129.081238,8.7,356.4,6.0,8a30c32cc2d7fff
2021-07-29 04:36:31,34.578537,129.080093,8.7,356.5,6.0,8a30c32eb707fff
2021-07-29 04:40:10,34.587269,129.079407,8.7,355.8,6.0,8a30c32eb8cffff
2021-07-29 04:45:19,34.599598,129.078445,8.6,356.4,6.0,8a30c32e9caffff
2021-07-29 04:50:11,34.610043,129.075134,7.4,311.9,6.0,8a30c32ed777fff
2021-07-29 04:55:20,34.617123,129.064743,7.8,306.2,6.0,8a30c32edd6ffff
2021-07-29 05:00:10,34.623447,129.054321,7.9,307.1,6.0,8a30c3253087fff
2021-07-29 05:05:10,34.63007,129.043594,7.9,306.6,6.0,8a30c325068ffff
2021-07-29 05:10:40,34.637291,129.031754,7.9,306.8,6.0,8a30c3250cf7fff
2021-07-29 05:15:00,34.642925,129.022339,7.8,304.7,6.0,8a30c3256b67fff
2021-07-29 05:20:19,34.649937,129.010803,8.0,304.6,6.0,8a30c3254d97fff
2021-07-29 05:25:20,34.656544,128.999725,8.0,304.7,6.0,8a30c327259ffff
2021-07-29 05:30:20,34.663002,128.988708,7.8,305.0,6.0,8a30c320daaffff
2021-07-29 05:35:20,34.669353,128.977737,7.7,305.0,6.0,8a30c322b2f7fff
2021-07-29 05:40:39,34.676079,128.966171,8.0,304.8,6.0,8a30c322b8c7fff
2021-07-29 05:46:20,34.683113,128.953522,7.9,305.1,6.0,8a30c32280e7fff
2021-07-29 05:50:10,34.687859,128.944916,7.9,304.1,6.0,8a30c3228d6ffff
2021-07-29 05:55:19,34.694172,128.933411,7.9,304.3,6.0,8a30c322c0b7fff
2021-07-29 06:00:00,34.699776,128.922974,7.8,300.8,6.0,8a30c335269ffff
2021-07-29 06:05:00,34.705658,128.911942,7.5,302.3,6.0,8a30c3352507fff
2021-07-29 06:10:21,34.711636,128.900238,7.6,301.4,6.0,8a30c3225b0ffff
2021-07-29 06:15:01,34.716774,128.890045,7.7,302.1,6.0,8a30c330b20ffff
2021-07-29 06:20:00,34.722397,128.879028,7.7,300.3,6.0,8a30c330b8effff
2021-07-29 06:25:01,34.727959,128.867783,7.7,300.9,6.0,8a30c33080cffff
2021-07-29 06:30:10,34.733715,128.856186,7.9,301.3,6.0,8a30c3308d6ffff
2021-07-29 06:36:00,34.740368,128.843109,7.8,302.6,6.0,8a30c330c567fff
2021-07-29 06:40:21,34.745178,128.833557,7.6,301.0,6.0,8a30c3301a6ffff
2021-07-29 06:45:11,34.75058,128.822937,7.7,303.0,6.0,8a30c332a517fff
2021-07-29 06:50:00,34.759457,128.818161,7.6,349.4,6.0,8a30c332e687fff
2021-07-29 06:55:09,34.770424,128.815872,7.9,350.5,6.0,8a30c332e177fff
2021-07-29 07:00:31,34.781906,128.815292,7.8,0.4,6.0,8a30c332c527fff
2021-07-29 07:05:09,34.791973,128.81662,7.8,10.2,6.0,8a30c3ad264ffff
2021-07-29 07:10:51,34.804035,128.818985,7.2,351.8,6.0,8a30c3ad2a4ffff
2021-07-29 07:16:40,34.815285,128.814453,7.3,337.6,6.0,8a30c3ad01affff
2021-07-29 07:20:30,34.822193,128.811081,6.7,343.0,6.0,8a30c3ad0907fff
2021-07-29 07:25:49,34.830185,128.808548,4.4,353.7,6.0,8a30c3ad4ad7fff
2021-07-29 07:30:19,34.835072,128.806702,4.0,336.8,6.0,8a30c3ad4b77fff
2021-07-29 07:31:59,34.836857,128.80571,4.4,336.0,6.0,8a30c3af34c7fff
2021-07-29 07:35:30,34.840717,128.803513,4.2,335.5,6.0,8a30c3af3557fff
2021-07-29 07:40:09,34.845646,128.800613,4.0,334.3,6.0,8a30c3af3c2ffff
2021-07-29 07:47:20,34.850986,128.797577,1.5,336.4,6.0,8a30c3af060ffff
2021-07-29 07:50:20,34.851292,128.797318,0.1,275.5,6.0,8a30c3af0607fff
2021-07-29 07:57:01,34.850872,128.797134,0.3,169.0,6.0,8a30c3af0607fff
2021-07-29 08:03:03,34.850292,128.797028,0.3,201.0,6.0,8a30c3af061ffff
2021-07-29 08:09:02,34.850044,128.796844,0.0,194.0,6.0,8a30c3af061ffff
2021-07-29 08:21:02,34.850063,128.797104,0.0,202.0,6.0,8a30c3af061ffff
2021-07-29 08:30:01,34.850174,128.797089,0.0,8.0,6.0,8a30c3af061ffff
2021-07-29 08:36:00,34.850079,128.797089,0.0,178.0,6.0,8a30c3af061ffff
2021-07-29 08:45:01,34.850063,128.797058,0.1,156.0,6.0,8a30c3af061ffff
2021-07-29 08:48:00,34.85009,128.797089,0.0,356.1,6.0,8a30c3af061ffff
2021-07-29 08:53:59,34.850117,128.797012,0.0,162.5,6.0,8a30c3af061ffff
2021-07-29 09:05:59,34.850124,128.797058,0.0,197.6,6.0,8a30c3af061ffff
2021-07-29 09:11:59,34.850121,128.79686,0.0,77.2,6.0,8a30c3af061ffff
2021-07-29 09:18:02,34.850224,128.796921,0.1,202.0,6.0,8a30c3af061ffff
2021-07-29 09:21:02,34.850231,128.796951,0.0,168.0,6.0,8a30c3af061ffff
2021-07-29 09:27:02,34.850159,128.796799,0.0,197.0,6.0,8a30c3af061ffff
2021-07-29 09:35:59,34.850262,128.7966,0.1,320.5,6.0,8a30c3af0617fff
2021-07-29 09:42:00,34.850311,128.796692,0.1,145.6,6.0,8a30c3af0617fff
2021-07-29 09:47:59,34.850266,128.796677,0.0,213.0,6.0,8a30c3af0617fff
2021-07-29 10:00:00,34.850441,128.796509,0.1,142.0,6.0,8a30c3af0617fff
2021-07-29 10:09:00,34.850353,128.79657,0.1,204.3,6.0,8a30c3af0617fff
2021-07-29 10:12:00,34.850433,128.796524,0.1,330.6,6.0,8a30c3af0617fff
2021-07-29 10:18:22,34.850613,128.796249,0.2,271.0,6.0,8a30c3af0617fff
2021-07-29 10:24:01,34.850788,128.79628,0.1,43.0,6.0,8a30c3af0607fff
2021-07-29 10:33:00,34.850925,128.796356,0.0,305.0,6.0,8a30c3af0607fff
2021-07-29 10:42:01,34.850838,128.796234,0.0,202.0,6.0,8a30c3af0607fff
2021-07-29 10:48:03,34.850864,128.79628,0.0,202.0,6.0,8a30c3af0607fff
2021-07-29 10:51:00,34.850906,128.796295,0.1,28.0,6.0,8a30c3af0607fff
2021-07-29 10:54:02,34.850994,128.79628,0.1,358.0,6.0,8a30c3af0607fff
2021-07-29 10:57:38,34.851124,128.796204,0.1,357.0,6.0,8a30c3af0637fff
